title,city_ascii,state_name,ideology,year,city,state_id,lat,lon
American Nazi Party,Eastpointe,Michigan,Neo-Nazi,2000,Eastpointe,MI,42.4657,-82.9461
American Nazi Party,Foley,Alabama,Neo-Nazi,2000,Foley,AL,30.3987,-87.6646
American Third Position,Arvada,Colorado,White Nationalist,2000,Arvada,CO,39.8321,-105.151
Artisan Publishers,Muskogee,Oklahoma,General Hate,2000,Muskogee,OK,35.743,-95.3566
Aryan Covenant Church/ACC Services,Anderson,Texas,Christian Identity,2000,Anderson,TX,30.4871,-95.99
Aryan Knights of the Confederacy Ku Klux Klan,Bellefontaine,Ohio,Ku Klux Klan,2000,Bellefontaine,OH,40.3627,-83.763
Aryan Nations,Marion,Ohio,Neo-Nazi,2000,Marion,OH,40.5933,-83.1236
Aryan Nations,Rapid City,South Dakota,Neo-Nazi,2000,Rapid City,SD,44.0716,-103.2205
Aryan Nations/Aryan National Alliance,Billings,Montana,Neo-Nazi,2000,Billings,MT,45.7889,-108.5503
Aryan Nations/Aryan National Alliance,Bryans Road,Maryland,Neo-Nazi,2000,Bryans Road,MD,38.6144,-77.085
Aryan Nations/Aryan National Alliance,De Beque,Colorado,Neo-Nazi,2000,De Beque,CO,39.288,-108.1953
Aryan Nations/Aryan National Alliance,Easton,Pennsylvania,Neo-Nazi,2000,Easton,PA,40.6858,-75.2209
Aryan Nations/Aryan National Alliance,Escondido,California,Neo-Nazi,2000,Escondido,CA,33.1347,-117.0722
Aryan Nations/Aryan National Alliance,Hayden Lake,Idaho,Neo-Nazi,2000,Hayden Lake,ID,47.7638,-116.7558
Aryan Nations/Aryan National Alliance,Huffman,Texas,Neo-Nazi,2000,Huffman,TX,30.0272,-95.0858
Aryan Nations/Aryan National Alliance,Hutchinson,Kansas,Neo-Nazi,2000,Hutchinson,KS,38.0671,-97.9081
Aryan Nations/Aryan National Alliance,Kissimmee,Florida,Neo-Nazi,2000,Kissimmee,FL,28.3042,-81.4164
Aryan Nations/Aryan National Alliance,Mercer,Wisconsin,Neo-Nazi,2000,Mercer,WI,46.1635,-90.0528
Aryan Nations/Aryan National Alliance,New Brighton,Minnesota,Neo-Nazi,2000,New Brighton,MN,45.0658,-93.2061
Aryan Nations/Aryan National Alliance,North Bergen,New Jersey,Neo-Nazi,2000,North Bergen,NJ,40.8043,-74.0121
Aryan Nations/Aryan National Alliance,Omaha,Nebraska,Neo-Nazi,2000,Omaha,NE,41.2628,-96.0495
Aryan Nations/Aryan National Alliance,Reno,Nevada,Neo-Nazi,2000,Reno,NV,39.5497,-119.8483
Aryan Nations/Aryan National Alliance,Salem,Illinois,Neo-Nazi,2000,Salem,IL,38.6278,-88.9578
Aryan Nations/Aryan National Alliance,Ulysses,Pennsylvania,Neo-Nazi,2000,Ulysses,PA,41.903,-77.7548
Aryan Nations/Aryan National Alliance,Wantagh,New York,Neo-Nazi,2000,Wantagh,NY,40.6686,-73.5104
Aryan Nations/Aryan National Alliance,Wellington,Nevada,Neo-Nazi,2000,Wellington,NV,38.7563,-119.376
Bayou Knights of the KKK,Brookhaven,Mississippi,Ku Klux Klan,2000,Brookhaven,MS,31.5803,-90.4432
Bayou Knights of the KKK,Homer,Louisiana,Ku Klux Klan,2000,Homer,LA,32.793,-93.0582
By Yahweh's Design,Stevensville,Michigan,Christian Identity,2000,Stevensville,MI,42.0139,-86.5243
Carolina Knights of the Ku Klux Klan,Spartanburg,South Carolina,Ku Klux Klan,2000,Spartanburg,SC,34.9437,-81.9257
Central New York White Pride,Syracuse,New York,Neo-Nazi,2000,Syracuse,NY,43.0409,-76.1438
Christian Crusade for Truth,Deming,New Mexico,Christian Identity,2000,Deming,NM,32.2632,-107.7514
Christian Defense League,Arabi,Louisiana,Neo-Nazi,2000,Arabi,LA,29.9561,-89.9986
Christian Research,Eureka Springs,Arkansas,Christian Identity,2000,Eureka Springs,AR,36.4105,-93.745
Church of Israel,Schell City,Missouri,Christian Identity,2000,Schell City,MO,38.0192,-94.1167
Church of True Israel,Noxon,Montana,Christian Identity,2000,Noxon,MT,47.985,-115.7707
Church of Yahshua the Christ,Wilmington,North Carolina,Christian Identity,2000,Wilmington,NC,34.21,-77.886
Confederate Crusaders,Homer,Louisiana,Ku Klux Klan,2000,Homer,LA,32.793,-93.0582
Confederate Knights of the KKK,Forest,Virginia,Ku Klux Klan,2000,Forest,VA,37.3728,-79.2831
Confederate Knights of the KKK,Henderson,North Carolina,Ku Klux Klan,2000,Henderson,NC,36.3259,-78.4155
Confederate Knights of the KKK,Lexington,Kentucky,Ku Klux Klan,2000,Lexington,KY,38.0423,-84.4587
Confederate Knights of the KKK,Randleman,North Carolina,Ku Klux Klan,2000,Randleman,NC,35.8165,-79.8067
Confederate Knights of the KKK,Sandston,Virginia,Ku Klux Klan,2000,Sandston,VA,37.512,-77.3149
Council of Conservative Citizens,Baton Rouge,Louisiana,White Nationalist,2000,Baton Rouge,LA,30.4423,-91.1314
Council of Conservative Citizens,Bedford,Indiana,White Nationalist,2000,Bedford,IN,38.8603,-86.4895
Council of Conservative Citizens,Birmingham,Alabama,White Nationalist,2000,Birmingham,AL,33.5276,-86.7988
Council of Conservative Citizens,Boynton Beach,Florida,White Nationalist,2000,Boynton Beach,FL,26.5282,-80.0811
Council of Conservative Citizens,Chattanooga,Tennessee,White Nationalist,2000,Chattanooga,TN,35.0657,-85.2488
Council of Conservative Citizens,Chicago,Illinois,White Nationalist,2000,Chicago,IL,41.8373,-87.6861
Council of Conservative Citizens,Cincinnati,Ohio,White Nationalist,2000,Cincinnati,OH,39.1412,-84.5059
Council of Conservative Citizens,Clemmons,North Carolina,White Nationalist,2000,Clemmons,NC,36.0318,-80.3861
Council of Conservative Citizens,Cleveland,Tennessee,White Nationalist,2000,Cleveland,TN,35.1817,-84.8707
Council of Conservative Citizens,Dalton,Georgia,White Nationalist,2000,Dalton,GA,34.7689,-84.9711
Council of Conservative Citizens,Dayton,Pennsylvania,White Nationalist,2000,Dayton,PA,40.8812,-79.241
Council of Conservative Citizens,Falls Church,Virginia,White Nationalist,2000,Falls Church,VA,38.8847,-77.1751
Council of Conservative Citizens,Forest City,North Carolina,White Nationalist,2000,Forest City,NC,35.3339,-81.8702
Council of Conservative Citizens,Hanover,Virginia,White Nationalist,2000,Hanover,VA,37.7668,-77.3706
Council of Conservative Citizens,Holly Springs,Mississippi,White Nationalist,2000,Holly Springs,MS,34.7768,-89.4466
Council of Conservative Citizens,Huntsville,Alabama,White Nationalist,2000,Huntsville,AL,34.6989,-86.6414
Council of Conservative Citizens,Jacksonville,Florida,White Nationalist,2000,Jacksonville,FL,30.3322,-81.6749
Council of Conservative Citizens,Jasper,Alabama,White Nationalist,2000,Jasper,AL,33.8514,-87.2719
Council of Conservative Citizens,Knoxville,Tennessee,White Nationalist,2000,Knoxville,TN,35.9692,-83.9495
Council of Conservative Citizens,Little Rock,Arkansas,White Nationalist,2000,Little Rock,AR,34.7255,-92.3581
Council of Conservative Citizens,Milledgeville,Georgia,White Nationalist,2000,Milledgeville,GA,33.0874,-83.2414
Council of Conservative Citizens,Mobile,Alabama,White Nationalist,2000,Mobile,AL,30.6783,-88.1162
Council of Conservative Citizens,Morganton,North Carolina,White Nationalist,2000,Morganton,NC,35.7407,-81.7002
Council of Conservative Citizens,New York,New York,White Nationalist,2000,New York,NY,40.6943,-73.9249
Council of Conservative Citizens,Norcross,Georgia,White Nationalist,2000,Norcross,GA,33.9378,-84.2065
Council of Conservative Citizens,Portland,Maine,White Nationalist,2000,Portland,ME,43.6773,-70.2715
Council of Conservative Citizens,Sacramento,California,White Nationalist,2000,Sacramento,CA,38.5667,-121.4683
Council of Conservative Citizens,Saluda,South Carolina,White Nationalist,2000,Saluda,SC,34.0009,-81.7713
Council of Conservative Citizens,Vaiden,Mississippi,White Nationalist,2000,Vaiden,MS,33.3332,-89.7533
Crusade Against Corruption,Marietta,Georgia,General Hate,2000,Marietta,GA,33.9532,-84.5421
Crusade for Christ,Little Rock,Arkansas,Christian Identity,2000,Little Rock,AR,34.7255,-92.3581
Elohim City,Muldrow,Oklahoma,Christian Identity,2000,Muldrow,OK,35.404,-94.5969
Faith Baptist Church and Ministry,Houston,Missouri,Christian Identity,2000,Houston,MO,37.3212,-91.9611
Fellowship of God's Covenant People,Burlington,Kentucky,Christian Identity,2000,Burlington,KY,39.0223,-84.7216
FreeMississippi,Aberdeen,Mississippi,Neo-Confederate,2000,Aberdeen,MS,33.8287,-88.5539
FreeMississippi,Greenville,Mississippi,Neo-Confederate,2000,Greenville,MS,33.385,-91.0514
FreeMississippi,Gulfport,Mississippi,Neo-Confederate,2000,Gulfport,MS,30.4271,-89.0703
FreeMississippi,Macon,Mississippi,Neo-Confederate,2000,Macon,MS,33.1217,-88.5564
FreeMississippi,Wiggins,Mississippi,Neo-Confederate,2000,Wiggins,MS,30.8557,-89.1385
Georgia Konfederate Knights of the Ku Klux Klan,Thomasville,Georgia,Ku Klux Klan,2000,Thomasville,GA,30.8394,-83.9782
German American Nationalist PAC,Pensacola,Florida,Neo-Nazi,2000,Pensacola,FL,30.4427,-87.1886
Gospel Ministries,Boise,Idaho,Christian Identity,2000,Boise,ID,43.6006,-116.2316
Gospel of Christ Kingdom Church,Hayden Lake,Idaho,Christian Identity,2000,Hayden Lake,ID,47.7638,-116.7558
Hammerskin Nation,Apple Valley,Minnesota,Racist Skinhead,2000,Apple Valley,MN,44.7458,-93.2006
Hammerskin Nation,Dallas,Texas,Racist Skinhead,2000,Dallas,TX,32.7937,-96.7662
Hammerskin Nation,Fort Wayne,Indiana,Racist Skinhead,2000,Fort Wayne,IN,41.0885,-85.1436
Hammerskin Nation,Glendale,Arizona,Racist Skinhead,2000,Glendale,AZ,33.5796,-112.2258
Hammerskin Nation,Hanover,Pennsylvania,Racist Skinhead,2000,Hanover,PA,39.8117,-76.9835
Hammerskin Nation,Harrison,New Jersey,Racist Skinhead,2000,Harrison,NJ,40.7431,-74.1531
Hammerskin Nation,Hemet,California,Racist Skinhead,2000,Hemet,CA,33.7341,-116.9969
Hammerskin Nation,Hiram,Georgia,Racist Skinhead,2000,Hiram,GA,33.877,-84.771
Hammerskin Nation,Jacksonville,Florida,Racist Skinhead,2000,Jacksonville,FL,30.3322,-81.6749
Hammerskin Nation,Las Vegas,Nevada,Racist Skinhead,2000,Las Vegas,NV,36.2291,-115.2607
Hammerskin Nation,Mesa,Arizona,Racist Skinhead,2000,Mesa,AZ,33.4017,-111.7181
Hammerskin Nation,Riverside,California,Racist Skinhead,2000,Riverside,CA,33.9381,-117.3948
Hammerskin Nation,Rochester,Michigan,Racist Skinhead,2000,Rochester,MI,42.6866,-83.1197
Hammerskin Nation,San Diego,California,Racist Skinhead,2000,San Diego,CA,32.8312,-117.1226
Hammerskin Nation,Springfield,Missouri,Racist Skinhead,2000,Springfield,MO,37.1943,-93.2915
Hammerskin Nation,Vancouver,Washington,Racist Skinhead,2000,Vancouver,WA,45.6352,-122.597
Hammerskin Nation,Wichita,Kansas,Racist Skinhead,2000,Wichita,KS,37.6897,-97.3442
Hammerskin Nation,Wilmington,Delaware,Racist Skinhead,2000,Wilmington,DE,39.7415,-75.5413
Heritage Lost Ministries,Hilliard,Ohio,General Hate,2000,Hilliard,OH,40.0352,-83.1577
House of David,Atlanta,Georgia,Black Nationalist,2000,Atlanta,GA,33.7626,-84.4228
House of David,Brockton,Massachusetts,Black Nationalist,2000,Brockton,MA,42.0821,-71.0242
House of David,Buffalo,New York,Black Nationalist,2000,Buffalo,NY,42.9017,-78.8487
House of David,Los Angeles,California,Black Nationalist,2000,Los Angeles,CA,34.1139,-118.4068
House of David,New York,New York,Black Nationalist,2000,New York,NY,40.6943,-73.9249
Imperial Klans of America Knights of the KKK,Amelia,Ohio,Ku Klux Klan,2000,Amelia,OH,39.0229,-84.2185
Imperial Klans of America Knights of the KKK,Annapolis,Missouri,Ku Klux Klan,2000,Annapolis,MO,37.3605,-90.6975
Imperial Klans of America Knights of the KKK,Crestview,Florida,Ku Klux Klan,2000,Crestview,FL,30.7479,-86.5785
Imperial Klans of America Knights of the KKK,Dayton,Kentucky,Ku Klux Klan,2000,Dayton,KY,39.1127,-84.4639
Imperial Klans of America Knights of the KKK,Elyria,Ohio,Ku Klux Klan,2000,Elyria,OH,41.3761,-82.1063
Imperial Klans of America Knights of the KKK,Hillview,Kentucky,Ku Klux Klan,2000,Hillview,KY,38.0554,-85.6847
Imperial Klans of America Knights of the KKK,Indianapolis,Indiana,Ku Klux Klan,2000,Indianapolis,IN,39.7771,-86.1458
Imperial Klans of America Knights of the KKK,Lakin,Kansas,Ku Klux Klan,2000,Lakin,KS,37.9398,-101.2587
Imperial Klans of America Knights of the KKK,Magnolia,Arkansas,Ku Klux Klan,2000,Magnolia,AR,33.2774,-93.2261
Imperial Klans of America Knights of the KKK,Nashville,Tennessee,Ku Klux Klan,2000,Nashville,TN,36.1714,-86.7844
Imperial Klans of America Knights of the KKK,Plainview,Arkansas,Ku Klux Klan,2000,Plainview,AR,34.9899,-93.2979
Imperial Klans of America Knights of the KKK,Plover,Wisconsin,Ku Klux Klan,2000,Plover,WI,44.4614,-89.5383
Imperial Klans of America Knights of the KKK,Powderly,Kentucky,Ku Klux Klan,2000,Powderly,KY,37.2375,-87.1588
Imperial Klans of America Knights of the KKK,Walkertown,North Carolina,Ku Klux Klan,2000,Walkertown,NC,36.1574,-80.1645
Imperial Klans of America Knights of the KKK,Warwick,New York,Ku Klux Klan,2000,Warwick,NY,41.2551,-74.3551
Imperial Klans of America Knights of the KKK,Westfield,Wisconsin,Ku Klux Klan,2000,Westfield,WI,43.8851,-89.4926
International Association of the Knights of the Ku Klux Klan,Enoree,South Carolina,Ku Klux Klan,2000,Enoree,SC,34.6593,-81.9609
International Keystone Knights of the KKK,Franklin,Indiana,Ku Klux Klan,2000,Franklin,IN,39.4934,-86.0545
International Keystone Knights of the KKK,Johnstown,Pennsylvania,Ku Klux Klan,2000,Johnstown,PA,40.3258,-78.9194
International Keystone Knights of the KKK,New Castle,Delaware,Ku Klux Klan,2000,New Castle,DE,39.6685,-75.5693
International Keystone Knights of the KKK,Parkin,Arkansas,Ku Klux Klan,2000,Parkin,AR,35.2629,-90.5528
International Keystone Knights of the KKK,Reading,Pennsylvania,Ku Klux Klan,2000,Reading,PA,40.34,-75.9266
Invisible Empire National Knights of the Ku Klux Klan,Luxora,Arkansas,Ku Klux Klan,2000,Luxora,AR,35.7576,-89.9298
"Invisible Empire, Pennsylvania Ku Klux Klan",Punxsutawney,Pennsylvania,Ku Klux Klan,2000,Punxsutawney,PA,40.9437,-78.9767
Jubilee,Midpines,California,Christian Identity,2000,Midpines,CA,37.5531,-119.9485
Kingdom Identity Ministries,Harrison,Arkansas,Christian Identity,2000,Harrison,AR,36.2437,-93.1197
Knight Riders of the KKK,Winchester,Virginia,Ku Klux Klan,2000,Winchester,VA,39.1735,-78.1746
Knights of the Ku Klux Klan,Cleveland,Texas,Ku Klux Klan,2000,Cleveland,TX,30.3368,-95.0924
Knights of the Ku Klux Klan,Harrison,Arkansas,Ku Klux Klan,2000,Harrison,AR,36.2437,-93.1197
Knights of the Ku Klux Klan,Sulphur Springs,Texas,Ku Klux Klan,2000,Sulphur Springs,TX,33.1421,-95.6124
Knights of the Ku Klux Klan,Reading,Pennsylvania,Ku Klux Klan,2000,Reading,PA,40.34,-75.9266
Knights of the White Kamellia,Bellbrook,Ohio,Ku Klux Klan,2000,Bellbrook,OH,39.6384,-84.0864
Knights of the White Kamellia,Chesterfield,Virginia,Ku Klux Klan,2000,Chesterfield,VA,37.3771,-77.5058
Knights of the White Kamellia,Dayton,Ohio,Ku Klux Klan,2000,Dayton,OH,39.7797,-84.1998
Knights of the White Kamellia,Jasper,Texas,Ku Klux Klan,2000,Jasper,TX,30.9221,-93.9947
Knights of the White Kamellia,Kenton,Ohio,Ku Klux Klan,2000,Kenton,OH,40.6447,-83.6099
Knights of the White Kamellia,Leslie,Missouri,Ku Klux Klan,2000,Leslie,MO,38.4179,-91.2312
Knights of the White Kamellia,Rushsylvania,Ohio,Ku Klux Klan,2000,Rushsylvania,OH,40.4613,-83.6712
Knights of the White Kamellia,Zanesfield,Ohio,Ku Klux Klan,2000,Zanesfield,OH,40.3387,-83.6777
Kountry Knights of the Ku Klux Klan,Jennings,Louisiana,Ku Klux Klan,2000,Jennings,LA,30.2233,-92.6582
League of the South,Albany,Georgia,Neo-Confederate,2000,Albany,GA,31.5776,-84.1762
League of the South,Apopka,Florida,Neo-Confederate,2000,Apopka,FL,28.7015,-81.5308
League of the South,Arlington,Texas,Neo-Confederate,2000,Arlington,TX,32.6998,-97.125
League of the South,Athens,Georgia,Neo-Confederate,2000,Athens,GA,33.9508,-83.3689
League of the South,Atlanta,Georgia,Neo-Confederate,2000,Atlanta,GA,33.7626,-84.4228
League of the South,Auburn,Alabama,Neo-Confederate,2000,Auburn,AL,32.6084,-85.4897
League of the South,Augusta,Georgia,Neo-Confederate,2000,Augusta,GA,33.3645,-82.0708
League of the South,Austin,Texas,Neo-Confederate,2000,Austin,TX,30.3006,-97.7517
League of the South,Baton Rouge,Louisiana,Neo-Confederate,2000,Baton Rouge,LA,30.4423,-91.1314
League of the South,Birmingham,Alabama,Neo-Confederate,2000,Birmingham,AL,33.5276,-86.7988
League of the South,Buffalo,New York,Neo-Confederate,2000,Buffalo,NY,42.9017,-78.8487
League of the South,Calcasieu,Louisiana,Neo-Confederate,2000,Calcasieu,LA,31.0896,-92.7115
League of the South,Chapel Hill,North Carolina,Neo-Confederate,2000,Chapel Hill,NC,35.9269,-79.039
League of the South,Charlotte,North Carolina,Neo-Confederate,2000,Charlotte,NC,35.2079,-80.8303
League of the South,Columbia,South Carolina,Neo-Confederate,2000,Columbia,SC,34.037,-80.9042
League of the South,Columbia,Missouri,Neo-Confederate,2000,Columbia,MO,38.9478,-92.3258
League of the South,Conroe,Texas,Neo-Confederate,2000,Conroe,TX,30.322,-95.4807
League of the South,Crystal River,Florida,Neo-Confederate,2000,Crystal River,FL,28.8967,-82.5994
League of the South,Dayton,Virginia,Neo-Confederate,2000,Dayton,VA,38.4173,-78.9412
League of the South,Dublin,Virginia,Neo-Confederate,2000,Dublin,VA,37.0987,-80.6831
League of the South,Durham,North Carolina,Neo-Confederate,2000,Durham,NC,35.9797,-78.9037
League of the South,Ebro,Florida,Neo-Confederate,2000,Ebro,FL,30.4379,-85.8791
League of the South,Emelle,Alabama,Neo-Confederate,2000,Emelle,AL,32.7287,-88.3164
League of the South,Fayetteville,Georgia,Neo-Confederate,2000,Fayetteville,GA,33.45,-84.4708
League of the South,Franklin,Tennessee,Neo-Confederate,2000,Franklin,TN,35.9214,-86.8524
League of the South,Greenville,North Carolina,Neo-Confederate,2000,Greenville,NC,35.5957,-77.3764
League of the South,Hanover,Virginia,Neo-Confederate,2000,Hanover,VA,37.7668,-77.3706
League of the South,Hardwick,Georgia,Neo-Confederate,2000,Hardwick,GA,33.0523,-83.244
League of the South,Harrisonburg,Virginia,Neo-Confederate,2000,Harrisonburg,VA,38.4362,-78.8735
League of the South,Hertford,North Carolina,Neo-Confederate,2000,Hertford,NC,36.1813,-76.4673
League of the South,Laurel,Mississippi,Neo-Confederate,2000,Laurel,MS,31.6956,-89.1448
League of the South,Lebanon,Kentucky,Neo-Confederate,2000,Lebanon,KY,37.5685,-85.258
League of the South,Macon,Georgia,Neo-Confederate,2000,Macon,GA,32.8407,-83.6324
League of the South,Mayflower,Arkansas,Neo-Confederate,2000,Mayflower,AR,34.9686,-92.4225
League of the South,McDonough,Georgia,Neo-Confederate,2000,McDonough,GA,33.4398,-84.1508
League of the South,Mendenhall,Mississippi,Neo-Confederate,2000,Mendenhall,MS,31.9609,-89.8694
League of the South,Monroe,Louisiana,Neo-Confederate,2000,Monroe,LA,32.5184,-92.0774
League of the South,Montgomery,Alabama,Neo-Confederate,2000,Montgomery,AL,32.347,-86.2663
League of the South,Naples,Florida,Neo-Confederate,2000,Naples,FL,26.1504,-81.7936
League of the South,Niceville,Florida,Neo-Confederate,2000,Niceville,FL,30.5291,-86.4754
League of the South,Panama City,Florida,Neo-Confederate,2000,Panama City,FL,30.1997,-85.6003
League of the South,Pasadena,Texas,Neo-Confederate,2000,Pasadena,TX,29.6584,-95.1499
League of the South,Pinopolis,South Carolina,Neo-Confederate,2000,Pinopolis,SC,33.2287,-80.0386
League of the South,River Ridge,Louisiana,Neo-Confederate,2000,River Ridge,LA,29.9593,-90.2202
League of the South,Salisbury,North Carolina,Neo-Confederate,2000,Salisbury,NC,35.6657,-80.491
League of the South,San Jose,California,Neo-Confederate,2000,San Jose,CA,37.3018,-121.8485
League of the South,Savannah,Georgia,Neo-Confederate,2000,Savannah,GA,32.0282,-81.1786
League of the South,Selma,Alabama,Neo-Confederate,2000,Selma,AL,32.4166,-87.0336
League of the South,Shreveport,Louisiana,Neo-Confederate,2000,Shreveport,LA,32.4659,-93.7959
League of the South,Spruce Pine,Alabama,Neo-Confederate,2000,Spruce Pine,AL,34.3928,-87.7294
League of the South,Staten Island,New York,Neo-Confederate,2000,Staten Island,NY,40.5834,-74.1496
League of the South,Statesboro,Georgia,Neo-Confederate,2000,Statesboro,GA,32.4376,-81.775
League of the South,Sumter,South Carolina,Neo-Confederate,2000,Sumter,SC,33.9392,-80.393
League of the South,Tallahassee,Florida,Neo-Confederate,2000,Tallahassee,FL,30.455,-84.2526
League of the South,Tampa,Florida,Neo-Confederate,2000,Tampa,FL,27.9937,-82.4454
League of the South,Thibodaux,Louisiana,Neo-Confederate,2000,Thibodaux,LA,29.7941,-90.8163
League of the South,Thomaston,Georgia,Neo-Confederate,2000,Thomaston,GA,32.8907,-84.3272
League of the South,Tuscaloosa,Alabama,Neo-Confederate,2000,Tuscaloosa,AL,33.2349,-87.5267
League of the South,Tyler,Texas,Neo-Confederate,2000,Tyler,TX,32.3184,-95.3065
League of the South,Wiggins,Mississippi,Neo-Confederate,2000,Wiggins,MS,30.8557,-89.1385
League of the South,Williamsburg,Virginia,Neo-Confederate,2000,Williamsburg,VA,37.2693,-76.7076
League of the South,York,Alabama,Neo-Confederate,2000,York,AL,32.4998,-88.2938
League of the South,Yulee,Florida,Neo-Confederate,2000,Yulee,FL,30.635,-81.5678
Liberty Bell Publications,Reedy,West Virginia,Neo-Nazi,2000,Reedy,WV,38.8996,-81.4264
Liberty Knights,Boonville,Indiana,Ku Klux Klan,2000,Boonville,IN,38.0469,-87.2845
Lord's Work,Louisville,Kentucky,Christian Identity,2000,Louisville,KY,38.1662,-85.6488
Melchizedek Vigilence,Denver,Colorado,Christian Identity,2000,Denver,CO,39.7621,-104.8759
Ministry of Christ Church,Mariposa,California,Christian Identity,2000,Mariposa,CA,37.4873,-119.9682
Mission to Israel,Scottsbluff,Nebraska,Christian Identity,2000,Scottsbluff,NE,41.8677,-103.6619
Mississippi Royal Confederate Knights,Jackson,Mississippi,Ku Klux Klan,2000,Jackson,MS,32.3163,-90.2124
Mississippi White Knights of the KKK,Petal,Mississippi,Ku Klux Klan,2000,Petal,MS,31.3477,-89.2359
MSR Productions,Wheat Ridge,Colorado,Hate Music,2000,Wheat Ridge,CO,39.7728,-105.1031
Mystic Knights of the KKK,Dayton,Ohio,Ku Klux Klan,2000,Dayton,OH,39.7797,-84.1998
NAAWP Florida Chapter Inc.,Jacksonville,Florida,White Nationalist,2000,Jacksonville,FL,30.3322,-81.6749
Nation of Islam,Atlanta,Georgia,Black Nationalist,2000,Atlanta,GA,33.7626,-84.4228
Nation of Islam,Baltimore,Maryland,Black Nationalist,2000,Baltimore,MD,39.3051,-76.6144
Nation of Islam,Birmingham,Alabama,Black Nationalist,2000,Birmingham,AL,33.5276,-86.7988
Nation of Islam,Boston,Massachusetts,Black Nationalist,2000,Boston,MA,42.3188,-71.0846
Nation of Islam,Charlotte,North Carolina,Black Nationalist,2000,Charlotte,NC,35.2079,-80.8303
